state,district,stage,sex,date,teachers
Sarawak,Saratok,primary,both,2019-01-01,736
Sarawak,Saratok,primary,both,2020-01-01,735
Sarawak,Saratok,primary,both,2021-01-01,730
Sarawak,Saratok,primary,both,2022-01-01,722
Sarawak,Saratok,primary,female,2017-01-01,425
Sarawak,Saratok,primary,female,2018-01-01,422
Sarawak,Saratok,primary,female,2019-01-01,413
Sarawak,Saratok,primary,female,2020-01-01,425
Sarawak,Saratok,primary,female,2021-01-01,431
Sarawak,Saratok,primary,female,2022-01-01,432
Sarawak,Saratok,primary,male,2017-01-01,386
Sarawak,Saratok,primary,male,2018-01-01,334
Sarawak,Saratok,primary,male,2019-01-01,323
Sarawak,Saratok,primary,male,2020-01-01,310
Sarawak,Saratok,primary,male,2021-01-01,299
Sarawak,Saratok,primary,male,2022-01-01,290
Sarawak,Saratok,secondary,both,2017-01-01,411
Sarawak,Saratok,secondary,both,2018-01-01,314
Sarawak,Saratok,secondary,both,2019-01-01,308
Sarawak,Saratok,secondary,both,2020-01-01,288
Sarawak,Saratok,secondary,both,2021-01-01,276
Sarawak,Saratok,secondary,both,2022-01-01,288
Sarawak,Saratok,secondary,female,2017-01-01,231
Sarawak,Saratok,secondary,female,2018-01-01,178
Sarawak,Saratok,secondary,female,2019-01-01,177
Sarawak,Saratok,secondary,female,2020-01-01,165
Sarawak,Saratok,secondary,female,2021-01-01,158
Sarawak,Saratok,secondary,female,2022-01-01,171
Sarawak,Saratok,secondary,male,2017-01-01,180
Sarawak,Saratok,secondary,male,2018-01-01,136
Sarawak,Saratok,secondary,male,2019-01-01,131
Sarawak,Saratok,secondary,male,2020-01-01,123
Sarawak,Saratok,secondary,male,2021-01-01,118
Sarawak,Saratok,secondary,male,2022-01-01,117
Sarawak,Sarikei,primary,both,2017-01-01,723
Sarawak,Sarikei,primary,both,2018-01-01,765
Sarawak,Sarikei,primary,both,2019-01-01,759
Sarawak,Sarikei,primary,both,2020-01-01,747
Sarawak,Sarikei,primary,both,2021-01-01,752
Sarawak,Sarikei,primary,both,2022-01-01,751
Sarawak,Sarikei,primary,female,2017-01-01,503
Sarawak,Sarikei,primary,female,2018-01-01,550
Sarawak,Sarikei,primary,female,2019-01-01,551
Sarawak,Sarikei,primary,female,2020-01-01,543
Sarawak,Sarikei,primary,female,2021-01-01,548
Sarawak,Sarikei,primary,female,2022-01-01,552
Sarawak,Sarikei,primary,male,2017-01-01,220
Sarawak,Sarikei,primary,male,2018-01-01,215
Sarawak,Sarikei,primary,male,2019-01-01,208
Sarawak,Sarikei,primary,male,2020-01-01,204
Sarawak,Sarikei,primary,male,2021-01-01,204
Sarawak,Sarikei,primary,male,2022-01-01,199
Sarawak,Sarikei,secondary,both,2017-01-01,391
Sarawak,Sarikei,secondary,both,2018-01-01,431
Sarawak,Sarikei,secondary,both,2019-01-01,428
Sarawak,Sarikei,secondary,both,2020-01-01,416
Sarawak,Sarikei,secondary,both,2021-01-01,412
Sarawak,Sarikei,secondary,both,2022-01-01,434
Sarawak,Sarikei,secondary,female,2017-01-01,255
Sarawak,Sarikei,secondary,female,2018-01-01,286
Sarawak,Sarikei,secondary,female,2019-01-01,280
Sarawak,Sarikei,secondary,female,2020-01-01,273
Sarawak,Sarikei,secondary,female,2021-01-01,266
Sarawak,Sarikei,secondary,female,2022-01-01,285
Sarawak,Sarikei,secondary,male,2017-01-01,136
Sarawak,Sarikei,secondary,male,2018-01-01,145
Sarawak,Sarikei,secondary,male,2019-01-01,148
Sarawak,Sarikei,secondary,male,2020-01-01,143
Sarawak,Sarikei,secondary,male,2021-01-01,146
Sarawak,Sarikei,secondary,male,2022-01-01,149
Sarawak,Sebauh,primary,both,2018-01-01,160
Sarawak,Sebauh,primary,both,2019-01-01,152
Sarawak,Sebauh,primary,both,2020-01-01,150
Sarawak,Sebauh,primary,both,2021-01-01,143
Sarawak,Sebauh,primary,both,2022-01-01,135
Sarawak,Sebauh,primary,female,2018-01-01,75
Sarawak,Sebauh,primary,female,2019-01-01,68
Sarawak,Sebauh,primary,female,2020-01-01,66
Sarawak,Sebauh,primary,female,2021-01-01,62
Sarawak,Sebauh,primary,female,2022-01-01,66
Sarawak,Sebauh,primary,male,2018-01-01,85
Sarawak,Sebauh,primary,male,2019-01-01,84
Sarawak,Sebauh,primary,male,2020-01-01,84
Sarawak,Sebauh,primary,male,2021-01-01,81
Sarawak,Sebauh,primary,male,2022-01-01,69
Sarawak,Sebauh,secondary,both,2018-01-01,75
Sarawak,Sebauh,secondary,both,2019-01-01,75
Sarawak,Sebauh,secondary,both,2020-01-01,68
Sarawak,Sebauh,secondary,both,2021-01-01,64
Sarawak,Sebauh,secondary,both,2022-01-01,67
Sarawak,Sebauh,secondary,female,2018-01-01,39
Sarawak,Sebauh,secondary,female,2019-01-01,38
Sarawak,Sebauh,secondary,female,2020-01-01,33
Sarawak,Sebauh,secondary,female,2021-01-01,31
Sarawak,Sebauh,secondary,female,2022-01-01,35
Sarawak,Sebauh,secondary,male,2018-01-01,36
Sarawak,Sebauh,secondary,male,2019-01-01,37
Sarawak,Sebauh,secondary,male,2020-01-01,35
Sarawak,Sebauh,secondary,male,2021-01-01,33
Sarawak,Sebauh,secondary,male,2022-01-01,32
Sarawak,Selangau,primary,both,2017-01-01,333
Sarawak,Selangau,primary,female,2017-01-01,145
Sarawak,Selangau,primary,male,2017-01-01,188
Sarawak,Selangau,secondary,both,2017-01-01,48
Sarawak,Selangau,secondary,female,2017-01-01,30
Sarawak,Selangau,secondary,male,2017-01-01,18
Sarawak,Serian,primary,both,2017-01-01,1173
Sarawak,Serian,primary,both,2018-01-01,1253
Sarawak,Serian,primary,both,2019-01-01,1245
Sarawak,Serian,primary,both,2020-01-01,1255
Sarawak,Serian,primary,both,2021-01-01,1224
Sarawak,Serian,primary,both,2022-01-01,1220
Sarawak,Serian,primary,female,2017-01-01,609
Sarawak,Serian,primary,female,2018-01-01,693
Sarawak,Serian,primary,female,2019-01-01,690
Sarawak,Serian,primary,female,2020-01-01,706
Sarawak,Serian,primary,female,2021-01-01,691
Sarawak,Serian,primary,female,2022-01-01,703
Sarawak,Serian,primary,male,2017-01-01,564
Sarawak,Serian,primary,male,2018-01-01,560
Sarawak,Serian,primary,male,2019-01-01,555
Sarawak,Serian,primary,male,2020-01-01,549
Sarawak,Serian,primary,male,2021-01-01,533
Sarawak,Serian,primary,male,2022-01-01,517
Sarawak,Serian,secondary,both,2017-01-01,569
Sarawak,Serian,secondary,both,2018-01-01,561
Sarawak,Serian,secondary,both,2019-01-01,558
Sarawak,Serian,secondary,both,2020-01-01,548
Sarawak,Serian,secondary,both,2021-01-01,529
Sarawak,Serian,secondary,both,2022-01-01,569
Sarawak,Serian,secondary,female,2017-01-01,312
Sarawak,Serian,secondary,female,2018-01-01,320
Sarawak,Serian,secondary,female,2019-01-01,326
Sarawak,Serian,secondary,female,2020-01-01,321
Sarawak,Serian,secondary,female,2021-01-01,311
Sarawak,Serian,secondary,female,2022-01-01,352
Sarawak,Serian,secondary,male,2017-01-01,257
Sarawak,Serian,secondary,male,2018-01-01,241
Sarawak,Serian,secondary,male,2019-01-01,232
Sarawak,Serian,secondary,male,2020-01-01,227
Sarawak,Serian,secondary,male,2021-01-01,218
Sarawak,Serian,secondary,male,2022-01-01,217
Sarawak,Sibu,primary,both,2017-01-01,2259
Sarawak,Sibu,primary,both,2018-01-01,2663
Sarawak,Sibu,primary,both,2019-01-01,2634
Sarawak,Sibu,primary,both,2020-01-01,2592
Sarawak,Sibu,primary,both,2021-01-01,2578
Sarawak,Sibu,primary,both,2022-01-01,2583
Sarawak,Sibu,primary,female,2017-01-01,1716
Sarawak,Sibu,primary,female,2018-01-01,1942
Sarawak,Sibu,primary,female,2019-01-01,1919
Sarawak,Sibu,primary,female,2020-01-01,1906
Sarawak,Sibu,primary,female,2021-01-01,1903
Sarawak,Sibu,primary,female,2022-01-01,1912
Sarawak,Sibu,primary,male,2017-01-01,543
Sarawak,Sibu,primary,male,2018-01-01,721
Sarawak,Sibu,primary,male,2019-01-01,715
Sarawak,Sibu,primary,male,2020-01-01,686
Sarawak,Sibu,primary,male,2021-01-01,675
Sarawak,Sibu,primary,male,2022-01-01,671
Sarawak,Sibu,secondary,both,2017-01-01,1851
Sarawak,Sibu,secondary,both,2018-01-01,1922
Sarawak,Sibu,secondary,both,2019-01-01,1895
Sarawak,Sibu,secondary,both,2020-01-01,1853
Sarawak,Sibu,secondary,both,2021-01-01,1813
Sarawak,Sibu,secondary,both,2022-01-01,1861
Sarawak,Sibu,secondary,female,2017-01-01,1289
Sarawak,Sibu,secondary,female,2018-01-01,1342
Sarawak,Sibu,secondary,female,2019-01-01,1330
Sarawak,Sibu,secondary,female,2020-01-01,1303
Sarawak,Sibu,secondary,female,2021-01-01,1289
Sarawak,Sibu,secondary,female,2022-01-01,1328
Sarawak,Sibu,secondary,male,2017-01-01,562
Sarawak,Sibu,secondary,male,2018-01-01,580
Sarawak,Sibu,secondary,male,2019-01-01,565
Sarawak,Sibu,secondary,male,2020-01-01,550
Sarawak,Sibu,secondary,male,2021-01-01,524
Sarawak,Sibu,secondary,male,2022-01-01,533
Sarawak,Simunjan,primary,both,2017-01-01,756
Sarawak,Simunjan,primary,both,2018-01-01,766
Sarawak,Simunjan,primary,both,2019-01-01,752
Sarawak,Simunjan,primary,both,2020-01-01,722
Sarawak,Simunjan,primary,both,2021-01-01,708
Sarawak,Simunjan,primary,both,2022-01-01,713
Sarawak,Simunjan,primary,female,2017-01-01,341
Sarawak,Simunjan,primary,female,2018-01-01,363
Sarawak,Simunjan,primary,female,2019-01-01,360
Sarawak,Simunjan,primary,female,2020-01-01,349
Sarawak,Simunjan,primary,female,2021-01-01,353
Sarawak,Simunjan,primary,female,2022-01-01,361
Sarawak,Simunjan,primary,male,2017-01-01,415
Sarawak,Simunjan,primary,male,2018-01-01,403
Sarawak,Simunjan,primary,male,2019-01-01,392
Sarawak,Simunjan,primary,male,2020-01-01,373
Sarawak,Simunjan,primary,male,2021-01-01,355
Sarawak,Simunjan,primary,male,2022-01-01,352
Sarawak,Simunjan,secondary,both,2017-01-01,255
Sarawak,Simunjan,secondary,both,2018-01-01,241
Sarawak,Simunjan,secondary,both,2019-01-01,241
Sarawak,Simunjan,secondary,both,2020-01-01,229
Sarawak,Simunjan,secondary,both,2021-01-01,220
Sarawak,Simunjan,secondary,both,2022-01-01,232
Sarawak,Simunjan,secondary,female,2017-01-01,139
Sarawak,Simunjan,secondary,female,2018-01-01,133
Sarawak,Simunjan,secondary,female,2019-01-01,141
Sarawak,Simunjan,secondary,female,2020-01-01,136
Sarawak,Simunjan,secondary,female,2021-01-01,136
Sarawak,Simunjan,secondary,female,2022-01-01,154
Sarawak,Simunjan,secondary,male,2017-01-01,116
Sarawak,Simunjan,secondary,male,2018-01-01,108
Sarawak,Simunjan,secondary,male,2019-01-01,100
Sarawak,Simunjan,secondary,male,2020-01-01,93
Sarawak,Simunjan,secondary,male,2021-01-01,84
Sarawak,Simunjan,secondary,male,2022-01-01,78
Sarawak,Song,primary,both,2017-01-01,267
Sarawak,Song,primary,both,2018-01-01,264
Sarawak,Song,primary,both,2019-01-01,254
Sarawak,Song,primary,both,2020-01-01,252
Sarawak,Song,primary,both,2021-01-01,251
Sarawak,Song,primary,both,2022-01-01,253
Sarawak,Song,primary,female,2017-01-01,122
Sarawak,Song,primary,female,2018-01-01,127
Sarawak,Song,primary,female,2019-01-01,126
Sarawak,Song,primary,female,2020-01-01,132
Sarawak,Song,primary,female,2021-01-01,137
Sarawak,Song,primary,female,2022-01-01,144
Sarawak,Song,primary,male,2017-01-01,145
Sarawak,Song,primary,male,2018-01-01,137
Sarawak,Song,primary,male,2019-01-01,128
Sarawak,Song,primary,male,2020-01-01,120
Sarawak,Song,primary,male,2021-01-01,114
Sarawak,Song,primary,male,2022-01-01,109
Sarawak,Song,secondary,both,2017-01-01,127
Sarawak,Song,secondary,both,2018-01-01,124
Sarawak,Song,secondary,both,2019-01-01,126
Sarawak,Song,secondary,both,2020-01-01,126
Sarawak,Song,secondary,both,2021-01-01,118
Sarawak,Song,secondary,both,2022-01-01,126
Sarawak,Song,secondary,female,2017-01-01,61
Sarawak,Song,secondary,female,2018-01-01,68
Sarawak,Song,secondary,female,2019-01-01,68
Sarawak,Song,secondary,female,2020-01-01,68
Sarawak,Song,secondary,female,2021-01-01,61
Sarawak,Song,secondary,female,2022-01-01,71
Sarawak,Song,secondary,male,2017-01-01,66
Sarawak,Song,secondary,male,2018-01-01,56
Sarawak,Song,secondary,male,2019-01-01,58
Sarawak,Song,secondary,male,2020-01-01,58
Sarawak,Song,secondary,male,2021-01-01,57
Sarawak,Song,secondary,male,2022-01-01,55
Sarawak,Sri Aman,primary,both,2017-01-01,655
Sarawak,Sri Aman,primary,both,2018-01-01,696
Sarawak,Sri Aman,primary,both,2019-01-01,675
Sarawak,Sri Aman,primary,both,2020-01-01,686
Sarawak,Sri Aman,primary,both,2021-01-01,668
Sarawak,Sri Aman,primary,both,2022-01-01,658
Sarawak,Sri Aman,primary,female,2017-01-01,403
Sarawak,Sri Aman,primary,female,2018-01-01,442
Sarawak,Sri Aman,primary,female,2019-01-01,421
Sarawak,Sri Aman,primary,female,2020-01-01,430
Sarawak,Sri Aman,primary,female,2021-01-01,420
Sarawak,Sri Aman,primary,female,2022-01-01,416
Sarawak,Sri Aman,primary,male,2017-01-01,252
Sarawak,Sri Aman,primary,male,2018-01-01,254
Sarawak,Sri Aman,primary,male,2019-01-01,254
Sarawak,Sri Aman,primary,male,2020-01-01,256
Sarawak,Sri Aman,primary,male,2021-01-01,248
Sarawak,Sri Aman,primary,male,2022-01-01,242
Sarawak,Sri Aman,secondary,both,2017-01-01,355
Sarawak,Sri Aman,secondary,both,2018-01-01,348
Sarawak,Sri Aman,secondary,both,2019-01-01,369
Sarawak,Sri Aman,secondary,both,2020-01-01,357
Sarawak,Sri Aman,secondary,both,2021-01-01,352
Sarawak,Sri Aman,secondary,both,2022-01-01,373
Sarawak,Sri Aman,secondary,female,2017-01-01,226
Sarawak,Sri Aman,secondary,female,2018-01-01,219
Sarawak,Sri Aman,secondary,female,2019-01-01,235
Sarawak,Sri Aman,secondary,female,2020-01-01,229
Sarawak,Sri Aman,secondary,female,2021-01-01,224
Sarawak,Sri Aman,secondary,female,2022-01-01,247
Sarawak,Sri Aman,secondary,male,2017-01-01,129
Sarawak,Sri Aman,secondary,male,2018-01-01,129
Sarawak,Sri Aman,secondary,male,2019-01-01,134
Sarawak,Sri Aman,secondary,male,2020-01-01,128
Sarawak,Sri Aman,secondary,male,2021-01-01,128
Sarawak,Sri Aman,secondary,male,2022-01-01,126
Sarawak,Subis,primary,both,2017-01-01,662
Sarawak,Subis,primary,both,2018-01-01,338
Sarawak,Subis,primary,both,2019-01-01,324
Sarawak,Subis,primary,both,2020-01-01,315
Sarawak,Subis,primary,both,2021-01-01,311
Sarawak,Subis,primary,both,2022-01-01,288
Sarawak,Subis,primary,female,2017-01-01,372
Sarawak,Subis,primary,female,2018-01-01,216
Sarawak,Subis,primary,female,2019-01-01,212
Sarawak,Subis,primary,female,2020-01-01,209
Sarawak,Subis,primary,female,2021-01-01,208
Sarawak,Subis,primary,female,2022-01-01,190
Sarawak,Subis,primary,male,2017-01-01,290
Sarawak,Subis,primary,male,2018-01-01,122
Sarawak,Subis,primary,male,2019-01-01,112
Sarawak,Subis,primary,male,2020-01-01,106
Sarawak,Subis,primary,male,2021-01-01,103
Sarawak,Subis,primary,male,2022-01-01,98
Sarawak,Subis,secondary,both,2017-01-01,288
Sarawak,Subis,secondary,both,2018-01-01,123
Sarawak,Subis,secondary,both,2019-01-01,117
Sarawak,Subis,secondary,both,2020-01-01,110
Sarawak,Subis,secondary,both,2021-01-01,106
Sarawak,Subis,secondary,both,2022-01-01,115
Sarawak,Subis,secondary,female,2017-01-01,167
Sarawak,Subis,secondary,female,2018-01-01,76
Sarawak,Subis,secondary,female,2019-01-01,74
Sarawak,Subis,secondary,female,2020-01-01,72
Sarawak,Subis,secondary,female,2021-01-01,67
Sarawak,Subis,secondary,female,2022-01-01,76
Sarawak,Subis,secondary,male,2017-01-01,121
Sarawak,Subis,secondary,male,2018-01-01,47
Sarawak,Subis,secondary,male,2019-01-01,43
Sarawak,Subis,secondary,male,2020-01-01,38
Sarawak,Subis,secondary,male,2021-01-01,39
Sarawak,Subis,secondary,male,2022-01-01,39
Sarawak,Tatau,primary,both,2017-01-01,479
Sarawak,Tatau,primary,both,2018-01-01,255
Sarawak,Tatau,primary,both,2019-01-01,242
Sarawak,Tatau,primary,both,2020-01-01,253
Sarawak,Tatau,primary,both,2021-01-01,248
Sarawak,Tatau,primary,both,2022-01-01,249
Sarawak,Tatau,primary,female,2017-01-01,235
Sarawak,Tatau,primary,female,2018-01-01,136
Sarawak,Tatau,primary,female,2019-01-01,135
Sarawak,Tatau,primary,female,2020-01-01,145
Sarawak,Tatau,primary,female,2021-01-01,143
Sarawak,Tatau,primary,female,2022-01-01,148
Sarawak,Tatau,primary,male,2017-01-01,244
Sarawak,Tatau,primary,male,2018-01-01,119
Sarawak,Tatau,primary,male,2019-01-01,107
Sarawak,Tatau,primary,male,2020-01-01,108
Sarawak,Tatau,primary,male,2021-01-01,105
Sarawak,Tatau,primary,male,2022-01-01,101
Sarawak,Tatau,secondary,both,2017-01-01,191
Sarawak,Tatau,secondary,both,2018-01-01,122
Sarawak,Tatau,secondary,both,2019-01-01,116
Sarawak,Tatau,secondary,both,2020-01-01,111
Sarawak,Tatau,secondary,both,2021-01-01,102
Sarawak,Tatau,secondary,both,2022-01-01,110
Sarawak,Tatau,secondary,female,2017-01-01,100
Sarawak,Tatau,secondary,female,2018-01-01,72
Sarawak,Tatau,secondary,female,2019-01-01,63
Sarawak,Tatau,secondary,female,2020-01-01,62
Sarawak,Tatau,secondary,female,2021-01-01,54
Sarawak,Tatau,secondary,female,2022-01-01,61
Sarawak,Tatau,secondary,male,2017-01-01,91
Sarawak,Tatau,secondary,male,2018-01-01,50
Sarawak,Tatau,secondary,male,2019-01-01,53
Sarawak,Tatau,secondary,male,2020-01-01,49
Sarawak,Tatau,secondary,male,2021-01-01,48
Sarawak,Tatau,secondary,male,2022-01-01,49
Selangor,All Districts,primary,both,2017-01-01,33989
Selangor,All Districts,primary,both,2018-01-01,35136
Selangor,All Districts,primary,both,2019-01-01,34600
Selangor,All Districts,primary,both,2020-01-01,35284
Selangor,All Districts,primary,both,2021-01-01,35268
Selangor,All Districts,primary,both,2022-01-01,35018
Selangor,All Districts,primary,female,2017-01-01,26308
Selangor,All Districts,primary,female,2018-01-01,27330
Selangor,All Districts,primary,female,2019-01-01,26925
Selangor,All Districts,primary,female,2020-01-01,27248
Selangor,All Districts,primary,female,2021-01-01,27253
Selangor,All Districts,primary,female,2022-01-01,27084
Selangor,All Districts,primary,male,2017-01-01,7681
Selangor,All Districts,primary,male,2018-01-01,7806
Selangor,All Districts,primary,male,2019-01-01,7675
Selangor,All Districts,primary,male,2020-01-01,8036
Selangor,All Districts,primary,male,2021-01-01,8015
Selangor,All Districts,primary,male,2022-01-01,7934
Selangor,All Districts,secondary,both,2017-01-01,26933
Selangor,All Districts,secondary,both,2018-01-01,27075
Selangor,All Districts,secondary,both,2019-01-01,26889
Selangor,All Districts,secondary,both,2020-01-01,26532
Selangor,All Districts,secondary,both,2021-01-01,26022
Selangor,All Districts,secondary,both,2022-01-01,27214
Selangor,All Districts,secondary,female,2017-01-01,22098
Selangor,All Districts,secondary,female,2018-01-01,22194
Selangor,All Districts,secondary,female,2019-01-01,22026
Selangor,All Districts,secondary,female,2020-01-01,21760
Selangor,All Districts,secondary,female,2021-01-01,21375
Selangor,All Districts,secondary,female,2022-01-01,22262
Selangor,All Districts,secondary,male,2017-01-01,4835
Selangor,All Districts,secondary,male,2018-01-01,4881
Selangor,All Districts,secondary,male,2019-01-01,4863
Selangor,All Districts,secondary,male,2020-01-01,4772
Selangor,All Districts,secondary,male,2021-01-01,4647
Selangor,All Districts,secondary,male,2022-01-01,4952
Selangor,Gombak,primary,both,2017-01-01,4526
Selangor,Gombak,primary,both,2018-01-01,4635
Selangor,Gombak,primary,both,2019-01-01,4520
Selangor,Gombak,primary,both,2020-01-01,4612
Selangor,Gombak,primary,both,2021-01-01,4615
Selangor,Gombak,primary,both,2022-01-01,4557
Selangor,Gombak,primary,female,2017-01-01,3444
Selangor,Gombak,primary,female,2018-01-01,3537
Selangor,Gombak,primary,female,2019-01-01,3453
Selangor,Gombak,primary,female,2020-01-01,3493
Selangor,Gombak,primary,female,2021-01-01,3494
Selangor,Gombak,primary,female,2022-01-01,3455
Selangor,Gombak,primary,male,2017-01-01,1082
Selangor,Gombak,primary,male,2018-01-01,1098
Selangor,Gombak,primary,male,2019-01-01,1067
Selangor,Gombak,primary,male,2020-01-01,1119
Selangor,Gombak,primary,male,2021-01-01,1121
Selangor,Gombak,primary,male,2022-01-01,1102
Selangor,Gombak,secondary,both,2017-01-01,3826
Selangor,Gombak,secondary,both,2018-01-01,3819
Selangor,Gombak,secondary,both,2019-01-01,3772
Selangor,Gombak,secondary,both,2020-01-01,3751
Selangor,Gombak,secondary,both,2021-01-01,3680
Selangor,Gombak,secondary,both,2022-01-01,3832
Selangor,Gombak,secondary,female,2017-01-01,3206
Selangor,Gombak,secondary,female,2018-01-01,3189
Selangor,Gombak,secondary,female,2019-01-01,3136
Selangor,Gombak,secondary,female,2020-01-01,3107
Selangor,Gombak,secondary,female,2021-01-01,3047
Selangor,Gombak,secondary,female,2022-01-01,3165
Selangor,Gombak,secondary,male,2017-01-01,620
Selangor,Gombak,secondary,male,2018-01-01,630
Selangor,Gombak,secondary,male,2019-01-01,636
Selangor,Gombak,secondary,male,2020-01-01,644
Selangor,Gombak,secondary,male,2021-01-01,633
Selangor,Gombak,secondary,male,2022-01-01,667
Selangor,Hulu Langat,primary,both,2018-01-01,6160
Selangor,Hulu Langat,primary,both,2019-01-01,6088
Selangor,Hulu Langat,primary,both,2020-01-01,6225
Selangor,Hulu Langat,primary,female,2018-01-01,4877
Selangor,Hulu Langat,primary,female,2019-01-01,4822
Selangor,Hulu Langat,primary,female,2020-01-01,4886
Selangor,Hulu Langat,primary,male,2018-01-01,1283
Selangor,Hulu Langat,primary,male,2019-01-01,1266
Selangor,Hulu Langat,primary,male,2020-01-01,1339
Selangor,Hulu Langat,secondary,both,2018-01-01,4660
Selangor,Hulu Langat,secondary,both,2019-01-01,4600
Selangor,Hulu Langat,secondary,both,2020-01-01,4539
Selangor,Hulu Langat,secondary,female,2018-01-01,3986
Selangor,Hulu Langat,secondary,female,2019-01-01,3934
Selangor,Hulu Langat,secondary,female,2020-01-01,3874
Selangor,Hulu Langat,secondary,male,2018-01-01,674
Selangor,Hulu Langat,secondary,male,2019-01-01,666
Selangor,Hulu Langat,secondary,male,2020-01-01,665
Selangor,Hulu Selangor,primary,both,2018-01-01,1941
Selangor,Hulu Selangor,primary,both,2019-01-01,1916
Selangor,Hulu Selangor,primary,both,2020-01-01,1934
Selangor,Hulu Selangor,primary,female,2018-01-01,9
Selangor,Hulu Selangor,primary,female,2018-01-01,1479
Selangor,Hulu Selangor,primary,female,2019-01-01,8
Selangor,Hulu Selangor,primary,female,2019-01-01,1468
Selangor,Hulu Selangor,primary,female,2020-01-01,9
Selangor,Hulu Selangor,primary,female,2020-01-01,1464
Selangor,Hulu Selangor,primary,male,2018-01-01,3
Selangor,Hulu Selangor,primary,male,2018-01-01,450
Selangor,Hulu Selangor,primary,male,2019-01-01,3
Selangor,Hulu Selangor,primary,male,2019-01-01,437
Selangor,Hulu Selangor,primary,male,2020-01-01,3
Selangor,Hulu Selangor,primary,male,2020-01-01,458
Selangor,Hulu Selangor,secondary,both,2018-01-01,1371
Selangor,Hulu Selangor,secondary,both,2019-01-01,1362
Selangor,Hulu Selangor,secondary,both,2020-01-01,1349
Selangor,Hulu Selangor,secondary,female,2018-01-01,1081
Selangor,Hulu Selangor,secondary,female,2019-01-01,1083
Selangor,Hulu Selangor,secondary,female,2020-01-01,1078
Selangor,Hulu Selangor,secondary,male,2018-01-01,290
Selangor,Hulu Selangor,secondary,male,2019-01-01,279
Selangor,Hulu Selangor,secondary,male,2020-01-01,271
Selangor,Klang,primary,both,2017-01-01,5651
Selangor,Klang,primary,both,2018-01-01,5778
Selangor,Klang,primary,both,2019-01-01,5680
Selangor,Klang,primary,both,2020-01-01,5747
Selangor,Klang,primary,both,2021-01-01,5727
Selangor,Klang,primary,both,2022-01-01,5632
Selangor,Klang,primary,female,2017-01-01,4423
Selangor,Klang,primary,female,2018-01-01,4528
Selangor,Klang,primary,female,2019-01-01,4468
Selangor,Klang,primary,female,2020-01-01,4501
Selangor,Klang,primary,female,2021-01-01,4495
Selangor,Klang,primary,female,2022-01-01,4440
Selangor,Klang,primary,male,2017-01-01,1228
Selangor,Klang,primary,male,2018-01-01,1250
Selangor,Klang,primary,male,2019-01-01,1212
Selangor,Klang,primary,male,2020-01-01,1246
Selangor,Klang,primary,male,2021-01-01,1232
Selangor,Klang,primary,male,2022-01-01,1192
Selangor,Klang,secondary,both,2017-01-01,4291
Selangor,Klang,secondary,both,2018-01-01,4293
Selangor,Klang,secondary,both,2019-01-01,4274
Selangor,Klang,secondary,both,2020-01-01,4203
Selangor,Klang,secondary,both,2021-01-01,4104
Selangor,Klang,secondary,both,2022-01-01,4289
Selangor,Klang,secondary,female,2017-01-01,3590
Selangor,Klang,secondary,female,2018-01-01,3578
Selangor,Klang,secondary,female,2019-01-01,3562
Selangor,Klang,secondary,female,2020-01-01,3510
Selangor,Klang,secondary,female,2021-01-01,3427
Selangor,Klang,secondary,female,2022-01-01,3559
Selangor,Klang,secondary,male,2017-01-01,701
Selangor,Klang,secondary,male,2018-01-01,715
Selangor,Klang,secondary,male,2019-01-01,712
Selangor,Klang,secondary,male,2020-01-01,693
Selangor,Klang,secondary,male,2021-01-01,677
Selangor,Klang,secondary,male,2022-01-01,730
Selangor,Kuala Langat,primary,both,2017-01-01,2019
Selangor,Kuala Langat,primary,both,2018-01-01,2069
Selangor,Kuala Langat,primary,both,2019-01-01,2077
Selangor,Kuala Langat,primary,both,2020-01-01,2148
Selangor,Kuala Langat,primary,both,2021-01-01,2151
Selangor,Kuala Langat,primary,both,2022-01-01,2160
Selangor,Kuala Langat,primary,female,2017-01-01,1518
Selangor,Kuala Langat,primary,female,2018-01-01,1583
Selangor,Kuala Langat,primary,female,2019-01-01,1596
Selangor,Kuala Langat,primary,female,2020-01-01,1628
Selangor,Kuala Langat,primary,female,2021-01-01,1623
Selangor,Kuala Langat,primary,female,2022-01-01,1638
Selangor,Kuala Langat,primary,male,2017-01-01,501
Selangor,Kuala Langat,primary,male,2018-01-01,486
Selangor,Kuala Langat,primary,male,2019-01-01,481
Selangor,Kuala Langat,primary,male,2020-01-01,520
Selangor,Kuala Langat,primary,male,2021-01-01,528
Selangor,Kuala Langat,primary,male,2022-01-01,522
Selangor,Kuala Langat,secondary,both,2017-01-01,1576
Selangor,Kuala Langat,secondary,both,2018-01-01,1594
Selangor,Kuala Langat,secondary,both,2019-01-01,1606
Selangor,Kuala Langat,secondary,both,2020-01-01,1609
Selangor,Kuala Langat,secondary,both,2021-01-01,1591
Selangor,Kuala Langat,secondary,both,2022-01-01,1690
Selangor,Kuala Langat,secondary,female,2017-01-01,1172
Selangor,Kuala Langat,secondary,female,2018-01-01,1197
Selangor,Kuala Langat,secondary,female,2019-01-01,1211
Selangor,Kuala Langat,secondary,female,2020-01-01,1231
Selangor,Kuala Langat,secondary,female,2021-01-01,1221
Selangor,Kuala Langat,secondary,female,2022-01-01,1303
Selangor,Kuala Langat,secondary,male,2017-01-01,404
