state,district,stage,sex,date,teachers
Negeri Sembilan,Rembau,primary,female,2019-01-01,422
Negeri Sembilan,Rembau,primary,female,2020-01-01,417
Negeri Sembilan,Rembau,primary,female,2021-01-01,412
Negeri Sembilan,Rembau,primary,female,2022-01-01,408
Negeri Sembilan,Rembau,primary,male,2017-01-01,177
Negeri Sembilan,Rembau,primary,male,2018-01-01,157
Negeri Sembilan,Rembau,primary,male,2019-01-01,150
Negeri Sembilan,Rembau,primary,male,2020-01-01,155
Negeri Sembilan,Rembau,primary,male,2021-01-01,148
Negeri Sembilan,Rembau,primary,male,2022-01-01,149
Negeri Sembilan,Rembau,secondary,both,2017-01-01,679
Negeri Sembilan,Rembau,secondary,both,2018-01-01,742
Negeri Sembilan,Rembau,secondary,both,2019-01-01,759
Negeri Sembilan,Rembau,secondary,both,2020-01-01,760
Negeri Sembilan,Rembau,secondary,both,2021-01-01,739
Negeri Sembilan,Rembau,secondary,both,2022-01-01,772
Negeri Sembilan,Rembau,secondary,female,2017-01-01,479
Negeri Sembilan,Rembau,secondary,female,2018-01-01,508
Negeri Sembilan,Rembau,secondary,female,2019-01-01,511
Negeri Sembilan,Rembau,secondary,female,2020-01-01,512
Negeri Sembilan,Rembau,secondary,female,2021-01-01,507
Negeri Sembilan,Rembau,secondary,female,2022-01-01,535
Negeri Sembilan,Rembau,secondary,male,2017-01-01,200
Negeri Sembilan,Rembau,secondary,male,2018-01-01,234
Negeri Sembilan,Rembau,secondary,male,2019-01-01,248
Negeri Sembilan,Rembau,secondary,male,2020-01-01,248
Negeri Sembilan,Rembau,secondary,male,2021-01-01,232
Negeri Sembilan,Rembau,secondary,male,2022-01-01,237
Negeri Sembilan,Seremban,primary,both,2017-01-01,4288
Negeri Sembilan,Seremban,primary,both,2018-01-01,4337
Negeri Sembilan,Seremban,primary,both,2019-01-01,4350
Negeri Sembilan,Seremban,primary,both,2020-01-01,4374
Negeri Sembilan,Seremban,primary,both,2021-01-01,4425
Negeri Sembilan,Seremban,primary,both,2022-01-01,4481
Negeri Sembilan,Seremban,primary,female,2017-01-01,3407
Negeri Sembilan,Seremban,primary,female,2018-01-01,3473
Negeri Sembilan,Seremban,primary,female,2019-01-01,3485
Negeri Sembilan,Seremban,primary,female,2020-01-01,3492
Negeri Sembilan,Seremban,primary,female,2021-01-01,3544
Negeri Sembilan,Seremban,primary,female,2022-01-01,3578
Negeri Sembilan,Seremban,primary,male,2017-01-01,881
Negeri Sembilan,Seremban,primary,male,2018-01-01,864
Negeri Sembilan,Seremban,primary,male,2019-01-01,865
Negeri Sembilan,Seremban,primary,male,2020-01-01,882
Negeri Sembilan,Seremban,primary,male,2021-01-01,881
Negeri Sembilan,Seremban,primary,male,2022-01-01,903
Negeri Sembilan,Seremban,secondary,both,2017-01-01,3727
Negeri Sembilan,Seremban,secondary,both,2018-01-01,3726
Negeri Sembilan,Seremban,secondary,both,2019-01-01,3716
Negeri Sembilan,Seremban,secondary,both,2020-01-01,3661
Negeri Sembilan,Seremban,secondary,both,2021-01-01,3581
Negeri Sembilan,Seremban,secondary,both,2022-01-01,3686
Negeri Sembilan,Seremban,secondary,female,2017-01-01,2895
Negeri Sembilan,Seremban,secondary,female,2018-01-01,2913
Negeri Sembilan,Seremban,secondary,female,2019-01-01,2909
Negeri Sembilan,Seremban,secondary,female,2020-01-01,2885
Negeri Sembilan,Seremban,secondary,female,2021-01-01,2827
Negeri Sembilan,Seremban,secondary,female,2022-01-01,2943
Negeri Sembilan,Seremban,secondary,male,2017-01-01,832
Negeri Sembilan,Seremban,secondary,male,2018-01-01,813
Negeri Sembilan,Seremban,secondary,male,2019-01-01,807
Negeri Sembilan,Seremban,secondary,male,2020-01-01,776
Negeri Sembilan,Seremban,secondary,male,2021-01-01,754
Negeri Sembilan,Seremban,secondary,male,2022-01-01,743
Negeri Sembilan,Tampin,primary,both,2017-01-01,913
Negeri Sembilan,Tampin,primary,both,2018-01-01,946
Negeri Sembilan,Tampin,primary,both,2019-01-01,916
Negeri Sembilan,Tampin,primary,both,2020-01-01,910
Negeri Sembilan,Tampin,primary,both,2021-01-01,904
Negeri Sembilan,Tampin,primary,both,2022-01-01,900
Negeri Sembilan,Tampin,primary,female,2017-01-01,656
Negeri Sembilan,Tampin,primary,female,2018-01-01,680
Negeri Sembilan,Tampin,primary,female,2019-01-01,651
Negeri Sembilan,Tampin,primary,female,2020-01-01,654
Negeri Sembilan,Tampin,primary,female,2021-01-01,647
Negeri Sembilan,Tampin,primary,female,2022-01-01,655
Negeri Sembilan,Tampin,primary,male,2017-01-01,257
Negeri Sembilan,Tampin,primary,male,2018-01-01,266
Negeri Sembilan,Tampin,primary,male,2019-01-01,265
Negeri Sembilan,Tampin,primary,male,2020-01-01,256
Negeri Sembilan,Tampin,primary,male,2021-01-01,257
Negeri Sembilan,Tampin,primary,male,2022-01-01,245
Negeri Sembilan,Tampin,secondary,both,2017-01-01,666
Negeri Sembilan,Tampin,secondary,both,2018-01-01,648
Negeri Sembilan,Tampin,secondary,both,2019-01-01,634
Negeri Sembilan,Tampin,secondary,both,2020-01-01,620
Negeri Sembilan,Tampin,secondary,both,2021-01-01,610
Negeri Sembilan,Tampin,secondary,both,2022-01-01,611
Negeri Sembilan,Tampin,secondary,female,2017-01-01,456
Negeri Sembilan,Tampin,secondary,female,2018-01-01,453
Negeri Sembilan,Tampin,secondary,female,2019-01-01,440
Negeri Sembilan,Tampin,secondary,female,2020-01-01,431
Negeri Sembilan,Tampin,secondary,female,2021-01-01,419
Negeri Sembilan,Tampin,secondary,female,2022-01-01,426
Negeri Sembilan,Tampin,secondary,male,2017-01-01,210
Negeri Sembilan,Tampin,secondary,male,2018-01-01,195
Negeri Sembilan,Tampin,secondary,male,2019-01-01,194
Negeri Sembilan,Tampin,secondary,male,2020-01-01,189
Negeri Sembilan,Tampin,secondary,male,2021-01-01,191
Negeri Sembilan,Tampin,secondary,male,2022-01-01,185
Pahang,All Districts,primary,both,2017-01-01,13853
Pahang,All Districts,primary,both,2018-01-01,14724
Pahang,All Districts,primary,both,2019-01-01,14490
Pahang,All Districts,primary,both,2020-01-01,14456
Pahang,All Districts,primary,both,2021-01-01,14340
Pahang,All Districts,primary,both,2022-01-01,14479
Pahang,All Districts,primary,female,2017-01-01,9336
Pahang,All Districts,primary,female,2018-01-01,10161
Pahang,All Districts,primary,female,2019-01-01,10010
Pahang,All Districts,primary,female,2020-01-01,9967
Pahang,All Districts,primary,female,2021-01-01,9910
Pahang,All Districts,primary,female,2022-01-01,10047
Pahang,All Districts,primary,male,2017-01-01,4517
Pahang,All Districts,primary,male,2018-01-01,4563
Pahang,All Districts,primary,male,2019-01-01,4480
Pahang,All Districts,primary,male,2020-01-01,4489
Pahang,All Districts,primary,male,2021-01-01,4430
Pahang,All Districts,primary,male,2022-01-01,4432
Pahang,All Districts,secondary,both,2017-01-01,11317
Pahang,All Districts,secondary,both,2018-01-01,11512
Pahang,All Districts,secondary,both,2019-01-01,11448
Pahang,All Districts,secondary,both,2020-01-01,11369
Pahang,All Districts,secondary,both,2021-01-01,11178
Pahang,All Districts,secondary,both,2022-01-01,11562
Pahang,All Districts,secondary,female,2017-01-01,7558
Pahang,All Districts,secondary,female,2018-01-01,7727
Pahang,All Districts,secondary,female,2019-01-01,7711
Pahang,All Districts,secondary,female,2020-01-01,7747
Pahang,All Districts,secondary,female,2021-01-01,7659
Pahang,All Districts,secondary,female,2022-01-01,8035
Pahang,All Districts,secondary,male,2017-01-01,3759
Pahang,All Districts,secondary,male,2018-01-01,3785
Pahang,All Districts,secondary,male,2019-01-01,3737
Pahang,All Districts,secondary,male,2020-01-01,3622
Pahang,All Districts,secondary,male,2021-01-01,3519
Pahang,All Districts,secondary,male,2022-01-01,3527
Pahang,Bentong,primary,both,2017-01-01,881
Pahang,Bentong,primary,both,2018-01-01,938
Pahang,Bentong,primary,both,2019-01-01,912
Pahang,Bentong,primary,both,2020-01-01,925
Pahang,Bentong,primary,both,2021-01-01,906
Pahang,Bentong,primary,both,2022-01-01,923
Pahang,Bentong,primary,female,2017-01-01,617
Pahang,Bentong,primary,female,2018-01-01,681
Pahang,Bentong,primary,female,2019-01-01,662
Pahang,Bentong,primary,female,2020-01-01,671
Pahang,Bentong,primary,female,2021-01-01,663
Pahang,Bentong,primary,female,2022-01-01,678
Pahang,Bentong,primary,male,2017-01-01,264
Pahang,Bentong,primary,male,2018-01-01,257
Pahang,Bentong,primary,male,2019-01-01,250
Pahang,Bentong,primary,male,2020-01-01,254
Pahang,Bentong,primary,male,2021-01-01,243
Pahang,Bentong,primary,male,2022-01-01,245
Pahang,Bentong,secondary,both,2017-01-01,965
Pahang,Bentong,secondary,both,2018-01-01,998
Pahang,Bentong,secondary,both,2019-01-01,972
Pahang,Bentong,secondary,both,2020-01-01,984
Pahang,Bentong,secondary,both,2021-01-01,938
Pahang,Bentong,secondary,both,2022-01-01,959
Pahang,Bentong,secondary,female,2017-01-01,632
Pahang,Bentong,secondary,female,2018-01-01,644
Pahang,Bentong,secondary,female,2019-01-01,633
Pahang,Bentong,secondary,female,2020-01-01,649
Pahang,Bentong,secondary,female,2021-01-01,624
Pahang,Bentong,secondary,female,2022-01-01,646
Pahang,Bentong,secondary,male,2017-01-01,333
Pahang,Bentong,secondary,male,2018-01-01,354
Pahang,Bentong,secondary,male,2019-01-01,339
Pahang,Bentong,secondary,male,2020-01-01,335
Pahang,Bentong,secondary,male,2021-01-01,314
Pahang,Bentong,secondary,male,2022-01-01,313
Pahang,Bera,primary,both,2017-01-01,860
Pahang,Bera,primary,both,2018-01-01,971
Pahang,Bera,primary,both,2019-01-01,956
Pahang,Bera,primary,both,2020-01-01,942
Pahang,Bera,primary,both,2021-01-01,931
Pahang,Bera,primary,both,2022-01-01,939
Pahang,Bera,primary,female,2017-01-01,561
Pahang,Bera,primary,female,2018-01-01,642
Pahang,Bera,primary,female,2019-01-01,640
Pahang,Bera,primary,female,2020-01-01,627
Pahang,Bera,primary,female,2021-01-01,626
Pahang,Bera,primary,female,2022-01-01,638
Pahang,Bera,primary,male,2017-01-01,299
Pahang,Bera,primary,male,2018-01-01,329
Pahang,Bera,primary,male,2019-01-01,316
Pahang,Bera,primary,male,2020-01-01,315
Pahang,Bera,primary,male,2021-01-01,305
Pahang,Bera,primary,male,2022-01-01,301
Pahang,Bera,secondary,both,2017-01-01,575
Pahang,Bera,secondary,both,2018-01-01,567
Pahang,Bera,secondary,both,2019-01-01,572
Pahang,Bera,secondary,both,2020-01-01,561
Pahang,Bera,secondary,both,2021-01-01,555
Pahang,Bera,secondary,both,2022-01-01,576
Pahang,Bera,secondary,female,2017-01-01,361
Pahang,Bera,secondary,female,2018-01-01,367
Pahang,Bera,secondary,female,2019-01-01,372
Pahang,Bera,secondary,female,2020-01-01,366
Pahang,Bera,secondary,female,2021-01-01,364
Pahang,Bera,secondary,female,2022-01-01,382
Pahang,Bera,secondary,male,2017-01-01,214
Pahang,Bera,secondary,male,2018-01-01,200
Pahang,Bera,secondary,male,2019-01-01,200
Pahang,Bera,secondary,male,2020-01-01,195
Pahang,Bera,secondary,male,2021-01-01,191
Pahang,Bera,secondary,male,2022-01-01,194
Pahang,Cameron Highlands,primary,both,2017-01-01,392
Pahang,Cameron Highlands,primary,both,2018-01-01,420
Pahang,Cameron Highlands,primary,both,2019-01-01,390
Pahang,Cameron Highlands,primary,both,2020-01-01,405
Pahang,Cameron Highlands,primary,both,2021-01-01,405
Pahang,Cameron Highlands,primary,both,2022-01-01,415
Pahang,Cameron Highlands,primary,female,2017-01-01,272
Pahang,Cameron Highlands,primary,female,2018-01-01,294
Pahang,Cameron Highlands,primary,female,2019-01-01,275
Pahang,Cameron Highlands,primary,female,2020-01-01,281
Pahang,Cameron Highlands,primary,female,2021-01-01,281
Pahang,Cameron Highlands,primary,female,2022-01-01,298
Pahang,Cameron Highlands,primary,male,2017-01-01,120
Pahang,Cameron Highlands,primary,male,2018-01-01,126
Pahang,Cameron Highlands,primary,male,2019-01-01,115
Pahang,Cameron Highlands,primary,male,2020-01-01,124
Pahang,Cameron Highlands,primary,male,2021-01-01,124
Pahang,Cameron Highlands,primary,male,2022-01-01,117
Pahang,Cameron Highlands,secondary,both,2017-01-01,200
Pahang,Cameron Highlands,secondary,both,2018-01-01,206
Pahang,Cameron Highlands,secondary,both,2019-01-01,204
Pahang,Cameron Highlands,secondary,both,2020-01-01,205
Pahang,Cameron Highlands,secondary,both,2021-01-01,206
Pahang,Cameron Highlands,secondary,both,2022-01-01,205
Pahang,Cameron Highlands,secondary,female,2017-01-01,132
Pahang,Cameron Highlands,secondary,female,2018-01-01,139
Pahang,Cameron Highlands,secondary,female,2019-01-01,140
Pahang,Cameron Highlands,secondary,female,2020-01-01,147
Pahang,Cameron Highlands,secondary,female,2021-01-01,149
Pahang,Cameron Highlands,secondary,female,2022-01-01,149
Pahang,Cameron Highlands,secondary,male,2017-01-01,68
Pahang,Cameron Highlands,secondary,male,2018-01-01,67
Pahang,Cameron Highlands,secondary,male,2019-01-01,64
Pahang,Cameron Highlands,secondary,male,2020-01-01,58
Pahang,Cameron Highlands,secondary,male,2021-01-01,57
Pahang,Cameron Highlands,secondary,male,2022-01-01,56
Pahang,Jerantut,primary,both,2017-01-01,1070
Pahang,Jerantut,primary,both,2018-01-01,1086
Pahang,Jerantut,primary,both,2019-01-01,1077
Pahang,Jerantut,primary,both,2020-01-01,1068
Pahang,Jerantut,primary,both,2021-01-01,1059
Pahang,Jerantut,primary,both,2022-01-01,1063
Pahang,Jerantut,primary,female,2017-01-01,641
Pahang,Jerantut,primary,female,2018-01-01,672
Pahang,Jerantut,primary,female,2019-01-01,672
Pahang,Jerantut,primary,female,2020-01-01,663
Pahang,Jerantut,primary,female,2021-01-01,657
Pahang,Jerantut,primary,female,2022-01-01,664
Pahang,Jerantut,primary,male,2017-01-01,429
Pahang,Jerantut,primary,male,2018-01-01,414
Pahang,Jerantut,primary,male,2019-01-01,405
Pahang,Jerantut,primary,male,2020-01-01,405
Pahang,Jerantut,primary,male,2021-01-01,402
Pahang,Jerantut,primary,male,2022-01-01,399
Pahang,Jerantut,secondary,both,2017-01-01,826
Pahang,Jerantut,secondary,both,2018-01-01,775
Pahang,Jerantut,secondary,both,2019-01-01,759
Pahang,Jerantut,secondary,both,2020-01-01,759
Pahang,Jerantut,secondary,both,2021-01-01,743
Pahang,Jerantut,secondary,both,2022-01-01,795
Pahang,Jerantut,secondary,female,2017-01-01,480
Pahang,Jerantut,secondary,female,2018-01-01,456
Pahang,Jerantut,secondary,female,2019-01-01,447
Pahang,Jerantut,secondary,female,2020-01-01,460
Pahang,Jerantut,secondary,female,2021-01-01,456
Pahang,Jerantut,secondary,female,2022-01-01,492
Pahang,Jerantut,secondary,male,2017-01-01,346
Pahang,Jerantut,secondary,male,2018-01-01,319
Pahang,Jerantut,secondary,male,2019-01-01,312
Pahang,Jerantut,secondary,male,2020-01-01,299
Pahang,Jerantut,secondary,male,2021-01-01,287
Pahang,Jerantut,secondary,male,2022-01-01,303
Pahang,Kuala Lipis,primary,both,2018-01-01,1074
Pahang,Kuala Lipis,primary,both,2019-01-01,1056
Pahang,Kuala Lipis,primary,both,2020-01-01,1039
Pahang,Kuala Lipis,primary,both,2021-01-01,1033
Pahang,Kuala Lipis,primary,both,2022-01-01,1036
Pahang,Kuala Lipis,primary,female,2018-01-01,680
Pahang,Kuala Lipis,primary,female,2019-01-01,666
Pahang,Kuala Lipis,primary,female,2020-01-01,655
Pahang,Kuala Lipis,primary,female,2021-01-01,653
Pahang,Kuala Lipis,primary,female,2022-01-01,668
Pahang,Kuala Lipis,primary,male,2018-01-01,394
Pahang,Kuala Lipis,primary,male,2019-01-01,390
Pahang,Kuala Lipis,primary,male,2020-01-01,384
Pahang,Kuala Lipis,primary,male,2021-01-01,380
Pahang,Kuala Lipis,primary,male,2022-01-01,368
Pahang,Kuala Lipis,secondary,both,2018-01-01,777
Pahang,Kuala Lipis,secondary,both,2019-01-01,785
Pahang,Kuala Lipis,secondary,both,2020-01-01,797
Pahang,Kuala Lipis,secondary,both,2021-01-01,773
Pahang,Kuala Lipis,secondary,both,2022-01-01,769
Pahang,Kuala Lipis,secondary,female,2018-01-01,487
Pahang,Kuala Lipis,secondary,female,2019-01-01,492
Pahang,Kuala Lipis,secondary,female,2020-01-01,507
Pahang,Kuala Lipis,secondary,female,2021-01-01,496
Pahang,Kuala Lipis,secondary,female,2022-01-01,501
Pahang,Kuala Lipis,secondary,male,2018-01-01,290
Pahang,Kuala Lipis,secondary,male,2019-01-01,293
Pahang,Kuala Lipis,secondary,male,2020-01-01,290
Pahang,Kuala Lipis,secondary,male,2021-01-01,277
Pahang,Kuala Lipis,secondary,male,2022-01-01,268
Pahang,Kuantan,primary,both,2017-01-01,3623
Pahang,Kuantan,primary,both,2018-01-01,3867
Pahang,Kuantan,primary,both,2019-01-01,3855
Pahang,Kuantan,primary,both,2020-01-01,3867
Pahang,Kuantan,primary,both,2021-01-01,3907
Pahang,Kuantan,primary,both,2022-01-01,3975
Pahang,Kuantan,primary,female,2017-01-01,2762
Pahang,Kuantan,primary,female,2018-01-01,2964
Pahang,Kuantan,primary,female,2019-01-01,2948
Pahang,Kuantan,primary,female,2020-01-01,2939
Pahang,Kuantan,primary,female,2021-01-01,2959
Pahang,Kuantan,primary,female,2022-01-01,2992
Pahang,Kuantan,primary,male,2017-01-01,861
Pahang,Kuantan,primary,male,2018-01-01,903
Pahang,Kuantan,primary,male,2019-01-01,907
Pahang,Kuantan,primary,male,2020-01-01,928
Pahang,Kuantan,primary,male,2021-01-01,948
Pahang,Kuantan,primary,male,2022-01-01,983
Pahang,Kuantan,secondary,both,2017-01-01,3145
Pahang,Kuantan,secondary,both,2018-01-01,3223
Pahang,Kuantan,secondary,both,2019-01-01,3227
Pahang,Kuantan,secondary,both,2020-01-01,3176
Pahang,Kuantan,secondary,both,2021-01-01,3185
Pahang,Kuantan,secondary,both,2022-01-01,3296
Pahang,Kuantan,secondary,female,2017-01-01,2420
Pahang,Kuantan,secondary,female,2018-01-01,2462
Pahang,Kuantan,secondary,female,2019-01-01,2469
Pahang,Kuantan,secondary,female,2020-01-01,2438
Pahang,Kuantan,secondary,female,2021-01-01,2450
Pahang,Kuantan,secondary,female,2022-01-01,2539
Pahang,Kuantan,secondary,male,2017-01-01,725
Pahang,Kuantan,secondary,male,2018-01-01,761
Pahang,Kuantan,secondary,male,2019-01-01,758
Pahang,Kuantan,secondary,male,2020-01-01,738
Pahang,Kuantan,secondary,male,2021-01-01,735
Pahang,Kuantan,secondary,male,2022-01-01,757
Pahang,Lipis,primary,both,2017-01-01,1003
Pahang,Lipis,primary,female,2017-01-01,616
Pahang,Lipis,primary,male,2017-01-01,387
Pahang,Lipis,secondary,both,2017-01-01,708
Pahang,Lipis,secondary,female,2017-01-01,450
Pahang,Lipis,secondary,male,2017-01-01,258
Pahang,Maran,primary,both,2017-01-01,1158
Pahang,Maran,primary,both,2018-01-01,1230
Pahang,Maran,primary,both,2019-01-01,1218
Pahang,Maran,primary,both,2020-01-01,1191
Pahang,Maran,primary,both,2021-01-01,1182
Pahang,Maran,primary,both,2022-01-01,1195
Pahang,Maran,primary,female,2017-01-01,691
Pahang,Maran,primary,female,2018-01-01,775
Pahang,Maran,primary,female,2019-01-01,770
Pahang,Maran,primary,female,2020-01-01,759
Pahang,Maran,primary,female,2021-01-01,757
Pahang,Maran,primary,female,2022-01-01,771
Pahang,Maran,primary,male,2017-01-01,467
Pahang,Maran,primary,male,2018-01-01,455
Pahang,Maran,primary,male,2019-01-01,448
Pahang,Maran,primary,male,2020-01-01,432
Pahang,Maran,primary,male,2021-01-01,425
Pahang,Maran,primary,male,2022-01-01,424
Pahang,Maran,secondary,both,2017-01-01,936
Pahang,Maran,secondary,both,2018-01-01,979
Pahang,Maran,secondary,both,2019-01-01,967
Pahang,Maran,secondary,both,2020-01-01,959
Pahang,Maran,secondary,both,2021-01-01,940
Pahang,Maran,secondary,both,2022-01-01,982
Pahang,Maran,secondary,female,2017-01-01,579
Pahang,Maran,secondary,female,2018-01-01,619
Pahang,Maran,secondary,female,2019-01-01,612
Pahang,Maran,secondary,female,2020-01-01,625
Pahang,Maran,secondary,female,2021-01-01,615
Pahang,Maran,secondary,female,2022-01-01,665
Pahang,Maran,secondary,male,2017-01-01,357
Pahang,Maran,secondary,male,2018-01-01,360
Pahang,Maran,secondary,male,2019-01-01,355
Pahang,Maran,secondary,male,2020-01-01,334
Pahang,Maran,secondary,male,2021-01-01,325
Pahang,Maran,secondary,male,2022-01-01,317
Pahang,Pekan,primary,both,2017-01-01,1269
Pahang,Pekan,primary,both,2018-01-01,1344
Pahang,Pekan,primary,both,2019-01-01,1301
Pahang,Pekan,primary,both,2020-01-01,1322
Pahang,Pekan,primary,both,2021-01-01,1272
Pahang,Pekan,primary,both,2022-01-01,1267
Pahang,Pekan,primary,female,2017-01-01,820
Pahang,Pekan,primary,female,2018-01-01,916
Pahang,Pekan,primary,female,2019-01-01,882
Pahang,Pekan,primary,female,2020-01-01,893
Pahang,Pekan,primary,female,2021-01-01,866
Pahang,Pekan,primary,female,2022-01-01,876
Pahang,Pekan,primary,male,2017-01-01,449
Pahang,Pekan,primary,male,2018-01-01,428
Pahang,Pekan,primary,male,2019-01-01,419
Pahang,Pekan,primary,male,2020-01-01,429
Pahang,Pekan,primary,male,2021-01-01,406
Pahang,Pekan,primary,male,2022-01-01,391
Pahang,Pekan,secondary,both,2017-01-01,942
Pahang,Pekan,secondary,both,2018-01-01,935
Pahang,Pekan,secondary,both,2019-01-01,922
Pahang,Pekan,secondary,both,2020-01-01,913
Pahang,Pekan,secondary,both,2021-01-01,879
Pahang,Pekan,secondary,both,2022-01-01,889
Pahang,Pekan,secondary,female,2017-01-01,606
Pahang,Pekan,secondary,female,2018-01-01,606
Pahang,Pekan,secondary,female,2019-01-01,601
Pahang,Pekan,secondary,female,2020-01-01,601
Pahang,Pekan,secondary,female,2021-01-01,580
Pahang,Pekan,secondary,female,2022-01-01,600
Pahang,Pekan,secondary,male,2017-01-01,336
Pahang,Pekan,secondary,male,2018-01-01,329
Pahang,Pekan,secondary,male,2019-01-01,321
Pahang,Pekan,secondary,male,2020-01-01,312
Pahang,Pekan,secondary,male,2021-01-01,299
Pahang,Pekan,secondary,male,2022-01-01,289
Pahang,Raub,primary,both,2017-01-01,852
Pahang,Raub,primary,both,2018-01-01,880
Pahang,Raub,primary,both,2019-01-01,866
Pahang,Raub,primary,both,2020-01-01,860
Pahang,Raub,primary,both,2021-01-01,856
Pahang,Raub,primary,both,2022-01-01,839
Pahang,Raub,primary,female,2017-01-01,571
Pahang,Raub,primary,female,2018-01-01,614
Pahang,Raub,primary,female,2019-01-01,608
Pahang,Raub,primary,female,2020-01-01,605
Pahang,Raub,primary,female,2021-01-01,601
Pahang,Raub,primary,female,2022-01-01,587
Pahang,Raub,primary,male,2017-01-01,281
Pahang,Raub,primary,male,2018-01-01,266
Pahang,Raub,primary,male,2019-01-01,258
Pahang,Raub,primary,male,2020-01-01,255
Pahang,Raub,primary,male,2021-01-01,255
Pahang,Raub,primary,male,2022-01-01,252
Pahang,Raub,secondary,both,2017-01-01,653
Pahang,Raub,secondary,both,2018-01-01,651
Pahang,Raub,secondary,both,2019-01-01,634
Pahang,Raub,secondary,both,2020-01-01,635
Pahang,Raub,secondary,both,2021-01-01,639
Pahang,Raub,secondary,both,2022-01-01,659
Pahang,Raub,secondary,female,2017-01-01,422
Pahang,Raub,secondary,female,2018-01-01,428
Pahang,Raub,secondary,female,2019-01-01,424
Pahang,Raub,secondary,female,2020-01-01,424
Pahang,Raub,secondary,female,2021-01-01,430
Pahang,Raub,secondary,female,2022-01-01,445
Pahang,Raub,secondary,male,2017-01-01,231
Pahang,Raub,secondary,male,2018-01-01,223
Pahang,Raub,secondary,male,2019-01-01,210
Pahang,Raub,secondary,male,2020-01-01,211
Pahang,Raub,secondary,male,2021-01-01,209
Pahang,Raub,secondary,male,2022-01-01,214
Pahang,Rompin,primary,both,2017-01-01,1087
Pahang,Rompin,primary,both,2018-01-01,1230
Pahang,Rompin,primary,both,2019-01-01,1190
Pahang,Rompin,primary,both,2020-01-01,1182
Pahang,Rompin,primary,both,2021-01-01,1166
Pahang,Rompin,primary,both,2022-01-01,1187
Pahang,Rompin,primary,female,2017-01-01,628
Pahang,Rompin,primary,female,2018-01-01,725
Pahang,Rompin,primary,female,2019-01-01,704
Pahang,Rompin,primary,female,2020-01-01,704
Pahang,Rompin,primary,female,2021-01-01,698
Pahang,Rompin,primary,female,2022-01-01,721
Pahang,Rompin,primary,male,2017-01-01,459
Pahang,Rompin,primary,male,2018-01-01,505
Pahang,Rompin,primary,male,2019-01-01,486
Pahang,Rompin,primary,male,2020-01-01,478
Pahang,Rompin,primary,male,2021-01-01,468
Pahang,Rompin,primary,male,2022-01-01,466
Pahang,Rompin,secondary,both,2017-01-01,1033
Pahang,Rompin,secondary,both,2018-01-01,1052
Pahang,Rompin,secondary,both,2019-01-01,1061
Pahang,Rompin,secondary,both,2020-01-01,1057
Pahang,Rompin,secondary,both,2021-01-01,1031
Pahang,Rompin,secondary,both,2022-01-01,1079
Pahang,Rompin,secondary,female,2017-01-01,612
Pahang,Rompin,secondary,female,2018-01-01,633
Pahang,Rompin,secondary,female,2019-01-01,640
Pahang,Rompin,secondary,female,2020-01-01,651
Pahang,Rompin,secondary,female,2021-01-01,636
Pahang,Rompin,secondary,female,2022-01-01,681
Pahang,Rompin,secondary,male,2017-01-01,421
Pahang,Rompin,secondary,male,2018-01-01,419
Pahang,Rompin,secondary,male,2019-01-01,421
Pahang,Rompin,secondary,male,2020-01-01,406
Pahang,Rompin,secondary,male,2021-01-01,395
Pahang,Rompin,secondary,male,2022-01-01,398
Pahang,Temerloh,primary,both,2017-01-01,1658
Pahang,Temerloh,primary,both,2018-01-01,1684
Pahang,Temerloh,primary,both,2019-01-01,1669
Pahang,Temerloh,primary,both,2020-01-01,1655
Pahang,Temerloh,primary,both,2021-01-01,1623
Pahang,Temerloh,primary,both,2022-01-01,1640
Pahang,Temerloh,primary,female,2017-01-01,1157
Pahang,Temerloh,primary,female,2018-01-01,1198
Pahang,Temerloh,primary,female,2019-01-01,1183
Pahang,Temerloh,primary,female,2020-01-01,1170
Pahang,Temerloh,primary,female,2021-01-01,1149
Pahang,Temerloh,primary,female,2022-01-01,1154
Pahang,Temerloh,primary,male,2017-01-01,501
Pahang,Temerloh,primary,male,2018-01-01,486
Pahang,Temerloh,primary,male,2019-01-01,486
Pahang,Temerloh,primary,male,2020-01-01,485
Pahang,Temerloh,primary,male,2021-01-01,474
Pahang,Temerloh,primary,male,2022-01-01,486
Pahang,Temerloh,secondary,both,2017-01-01,1334
Pahang,Temerloh,secondary,both,2018-01-01,1349
Pahang,Temerloh,secondary,both,2019-01-01,1345
Pahang,Temerloh,secondary,both,2020-01-01,1323
Pahang,Temerloh,secondary,both,2021-01-01,1289
Pahang,Temerloh,secondary,both,2022-01-01,1353
Pahang,Temerloh,secondary,female,2017-01-01,864
Pahang,Temerloh,secondary,female,2018-01-01,886
Pahang,Temerloh,secondary,female,2019-01-01,881
Pahang,Temerloh,secondary,female,2020-01-01,879
Pahang,Temerloh,secondary,female,2021-01-01,859
Pahang,Temerloh,secondary,female,2022-01-01,935
Pahang,Temerloh,secondary,male,2017-01-01,470
Pahang,Temerloh,secondary,male,2018-01-01,463
Pahang,Temerloh,secondary,male,2019-01-01,464
Pahang,Temerloh,secondary,male,2020-01-01,444
Pahang,Temerloh,secondary,male,2021-01-01,430
Pahang,Temerloh,secondary,male,2022-01-01,418
Perak,All Districts,primary,both,2017-01-01,20943
